gene	EM-seq_Preleukemia_Control_rep1	EM-seq_Preleukemia_Control_rep2	EM-seq_Preleukemia_Control_rep3	EM-seq_Preleukemia_Tet2_rep1	EM-seq_Preleukemia_Tet2_rep2	EM-seq_Preleukemia_Tet2_rep3	EM-seq_Preleukemia_Rx1_rep1	EM-seq_Preleukemia_Rx1_rep2	EM-seq_Preleukemia_Rx1_rep3	EM-seq_Preleukemia_Rx1Tet2_rep1	EM-seq_Preleukemia_Rx1Tet2_rep2	EM-seq_Preleukemia_Rx1Tet2_rep3	cluster
chr19.9943572	55.56	58.82	52.63	80.0	75.0	70.0	50.0	58.33	38.89	77.27	81.25	82.35	4
chr6.43468073	45.95	33.33	41.38	70.97	67.39	62.96	53.57	32.35	7.41	69.23	77.42	81.82	4
chr2.79589356	53.12	60.71	50.0	62.5	70.27	53.57	62.86	76.0	71.88	81.25	91.89	79.31	4
chr6.128323302	47.37	45.0	38.46	80.0	68.18	88.24	95.45	89.47	100.0	100.0	96.67	95.65	4
chr17.54190001	65.52	50.0	56.52	77.27	72.0	60.71	76.92	68.0	84.0	84.21	85.19	91.67	4
chr5.127919711	70.0	64.71	-1.0	66.67	68.75	61.54	73.33	92.86	-1.0	91.67	92.31	100.0	4
chr10.5685777	69.57	72.22	77.78	40.0	66.67	76.19	86.67	80.95	100.0	93.33	100.0	91.3	4
chr1.57818049	66.67	74.19	65.79	71.88	73.68	78.57	78.57	86.49	71.43	92.11	90.91	86.67	4
chr19.14291982	65.52	72.41	72.22	95.0	81.82	62.96	100.0	76.74	91.18	90.0	93.94	96.15	4
chr7.93999563	68.75	70.59	66.67	100.0	76.47	80.0	90.91	92.86	96.43	94.44	90.0	100.0	4
chr1.179551126	69.23	72.73	60.0	-1.0	100.0	91.67	-1.0	84.21	95.0	94.12	100.0	95.0	4
chr12.77862956	92.31	92.86	-1.0	-1.0	62.5	63.16	87.5	94.44	92.86	81.25	95.24	93.33	4
chr6.55294876	18.18	7.14	10.53	28.57	-1.0	-1.0	8.33	35.29	14.29	40.0	44.44	52.17	4
chr17.84268417	36.36	25.0	18.18	23.81	40.0	31.58	70.59	36.84	12.5	66.67	55.56	76.47	4
chr19.59283119	72.73	75.0	-1.0	94.12	88.89	80.0	86.67	94.74	94.44	96.0	97.22	93.75	4
chr5.34846772	56.67	69.23	62.86	93.55	84.85	77.78	90.0	94.34	87.5	89.66	92.86	96.88	4
chr1.92691503	64.29	58.33	60.0	55.56	60.71	57.89	76.47	82.14	80.95	93.33	92.31	83.33	4
chr14.34280471	40.0	29.63	39.02	46.88	39.13	48.39	44.44	29.73	36.59	56.52	65.22	66.67	4
chr8.126126196	78.57	69.23	66.67	83.33	100.0	91.67	90.91	93.75	60.0	100.0	90.91	100.0	4
chr2.111950561	62.5	56.0	61.54	76.0	82.05	66.67	82.14	82.22	78.79	78.57	66.67	81.48	4
chr7.100463003	37.04	33.33	33.33	46.67	36.0	38.1	50.0	45.45	9.68	58.82	57.14	66.67	4
chr11.64680610	66.67	66.67	-1.0	-1.0	91.67	90.91	95.45	100.0	-1.0	78.57	68.75	81.82	4
chr4.152496034	42.86	42.11	39.13	55.56	44.83	53.85	61.11	48.48	59.09	68.97	73.08	66.67	4
chr10.99165871	60.0	46.67	55.56	-1.0	57.14	70.59	80.0	81.25	40.0	88.24	87.88	92.86	4
chr6.31513737	50.0	53.33	62.07	52.63	57.69	40.91	80.77	73.68	70.37	75.0	87.5	86.96	4
chr7.45909293	13.33	26.67	11.76	47.06	61.9	50.0	-1.0	46.67	-1.0	52.38	70.59	42.86	4
chr4.104152281	62.5	56.25	57.14	57.89	88.89	66.67	50.0	71.88	76.19	83.33	86.36	87.5	4
chr16.94356231	21.88	31.58	29.17	14.29	20.0	28.57	18.75	57.14	30.43	60.71	60.0	47.37	4
chr1.190947657	53.33	57.14	66.67	77.78	77.27	69.23	78.95	90.0	88.24	66.67	90.48	94.12	4
chr18.61960920	36.36	33.33	40.0	-1.0	45.83	21.43	-1.0	57.89	56.0	76.0	83.33	85.19	4
chr1.14096054	71.43	72.73	66.67	50.0	89.47	72.22	63.64	86.67	100.0	100.0	88.89	90.91	4
chr10.21269127	25.0	34.78	31.82	37.5	55.17	60.0	30.0	52.17	26.67	54.29	62.5	68.18	4
chr7.80638300	35.0	40.0	41.67	66.67	62.5	64.71	71.43	38.46	56.25	71.43	72.73	85.71	4
chr1.17105970	-1.0	66.67	66.67	-1.0	66.67	94.74	92.31	93.75	90.91	92.86	92.31	75.0	4
chr9.4464503	52.0	54.17	55.56	59.09	63.33	57.69	53.85	73.08	68.18	84.21	83.78	75.0	4
chr18.52874537	51.72	40.74	51.72	63.16	62.5	68.42	72.0	67.65	83.33	80.0	87.88	86.21	4
chr7.141291099	43.75	50.0	40.0	40.0	66.67	52.63	-1.0	80.77	100.0	88.24	93.33	91.67	4
chr5.57736644	44.44	27.78	42.86	28.57	37.5	33.33	47.83	75.0	62.96	76.19	84.85	67.86	4
chr4.6476529	10.0	15.38	9.09	25.0	33.33	17.65	53.85	53.85	40.0	34.78	38.46	40.0	4
chr10.94779600	58.33	64.29	65.0	57.14	68.42	76.19	100.0	78.57	84.62	91.3	100.0	100.0	4
chr5.100551981	53.57	60.0	56.25	50.0	66.67	84.62	84.0	55.56	60.71	86.36	81.58	85.71	4
chr3.11765851	61.54	-1.0	61.54	50.0	53.33	80.95	83.33	85.0	80.0	80.77	91.67	62.5	4
chr19.29185672	10.0	0.0	4.76	33.33	16.67	9.52	8.7	5.0	0.0	33.33	24.0	27.78	4
chr17.43199822	75.0	78.12	76.67	86.36	88.64	86.11	96.88	90.91	90.91	93.33	96.88	100.0	4
chrX.70162544	76.92	80.0	70.0	90.0	73.68	72.73	92.86	90.0	100.0	92.31	94.74	100.0	4
chr2.18025309	72.73	68.75	66.67	100.0	81.82	86.67	92.86	90.0	100.0	100.0	94.74	94.44	4
chr2.59754667	73.33	80.0	75.76	88.57	93.75	92.31	84.0	94.87	88.89	100.0	100.0	93.1	4
chr10.18832706	78.57	75.0	-1.0	-1.0	82.35	-1.0	93.75	90.91	100.0	100.0	100.0	92.31	4
chr13.108813543	45.45	50.0	38.46	-1.0	60.0	-1.0	86.67	70.59	76.92	68.42	90.0	70.59	4
chr4.62476170	38.46	45.45	54.55	50.0	61.11	68.75	40.0	-1.0	40.0	73.91	76.47	86.67	4
chr12.99381567	62.5	63.16	69.7	80.77	66.67	60.87	86.21	84.44	84.62	83.33	93.94	96.77	4
chr4.89043576	43.33	42.86	51.52	66.67	63.89	73.68	36.84	48.57	60.0	68.18	80.77	70.37	4
chr3.137815868	66.67	58.33	72.73	-1.0	90.91	-1.0	80.0	75.0	58.33	90.0	95.0	100.0	4
chr2.10289461	56.25	54.84	57.78	76.36	60.87	75.86	73.91	77.97	80.49	78.95	76.47	62.16	4
chr7.144448658	50.0	61.54	58.82	69.23	61.54	76.92	70.59	72.73	27.78	86.21	80.95	88.0	4
chr12.96946448	42.86	-1.0	38.89	73.08	68.18	62.5	55.0	72.41	66.67	70.37	52.63	50.0	4
chr12.103597803	62.07	62.5	63.64	82.61	96.3	75.0	85.19	79.49	86.21	85.19	88.0	80.0	4
chr11.111061794	58.62	50.0	43.75	62.5	70.97	75.0	62.16	63.41	54.05	94.44	86.49	85.19	4
chr14.70485681	45.83	29.41	38.89	61.54	42.86	33.33	66.67	77.78	60.0	94.12	84.85	71.43	4
chr5.50015206	14.29	5.0	13.33	11.54	33.33	13.64	37.5	40.0	27.27	34.78	42.86	23.81	4
chr11.117101653	26.32	30.77	30.77	-1.0	50.0	57.14	58.82	35.71	31.58	75.0	72.22	80.0	4
chr18.34670023	66.67	78.57	69.23	90.0	93.33	81.25	100.0	94.74	93.33	100.0	93.33	100.0	4
chr10.93694939	60.0	65.22	66.67	-1.0	85.71	85.71	73.33	71.43	57.14	86.96	73.68	89.47	4
chr11.119907752	18.18	-1.0	13.33	-1.0	27.27	22.22	7.69	25.0	8.33	43.75	52.63	43.75	4
chr2.35039163	61.9	63.64	68.57	100.0	91.18	91.67	75.0	76.67	72.73	83.33	86.96	94.12	4
chr6.51604422	33.33	44.44	28.0	82.61	77.27	55.56	77.78	64.0	42.11	73.68	75.0	80.95	4
chr15.5510149	46.43	34.48	31.03	88.89	41.94	64.0	43.33	33.33	23.08	64.29	82.5	76.0	4
chr11.40501047	63.64	55.56	54.17	93.75	59.09	84.62	83.33	82.76	78.26	78.57	83.33	88.24	4
chr10.67761418	4.35	18.18	0.0	10.0	44.12	41.67	11.11	37.04	12.0	42.31	52.0	40.0	4
chr9.62292449	36.36	25.0	35.29	-1.0	50.0	72.73	71.43	66.67	-1.0	57.14	66.67	61.11	4
chr11.116363283	70.83	64.29	76.47	57.14	66.67	95.24	93.75	90.91	94.12	100.0	94.44	89.47	4
chr2.153211652	26.67	20.0	20.0	31.43	33.33	30.0	52.17	52.78	45.95	86.36	74.19	68.97	4
chr15.36485395	79.31	66.67	71.05	91.67	82.86	88.46	85.0	75.0	84.85	93.55	100.0	92.0	4
chr11.115705016	68.18	66.67	68.18	89.47	90.0	77.78	77.78	92.0	80.95	89.66	91.3	89.29	4
chr9.52160068	30.77	29.03	36.59	66.67	50.0	65.62	38.46	51.35	52.0	61.76	54.84	66.67	4
chr14.30152187	18.75	25.0	25.0	54.55	45.45	31.58	81.82	86.67	-1.0	95.24	96.55	86.67	4
chr13.24497167	41.18	33.33	31.03	68.42	25.0	39.13	65.22	75.0	47.22	76.92	73.91	73.08	4
chr5.65795526	27.27	26.09	16.67	55.56	24.0	37.04	68.0	62.96	50.0	73.08	92.31	65.52	4
chr2.4794469	27.78	42.11	33.33	42.86	47.83	45.0	78.95	80.0	75.0	87.5	93.75	79.17	4
chr9.115862651	41.67	40.0	46.15	61.54	50.0	-1.0	66.67	45.45	81.25	70.0	73.68	80.0	4
chr15.60080171	4.35	5.26	0.0	20.0	17.39	33.33	26.32	15.79	30.43	35.29	25.0	35.48	4
chr1.92130641	-1.0	28.57	27.27	-1.0	46.67	42.86	-1.0	64.29	45.45	75.0	76.19	-1.0	4
chr6.28635564	69.23	70.83	65.22	92.31	79.31	68.42	82.35	92.11	90.0	90.0	93.33	92.86	4
chr17.24035338	52.38	61.54	55.0	64.71	44.0	56.25	76.92	76.67	90.91	94.44	86.36	80.0	4
chr15.53269566	72.73	71.43	72.22	90.0	96.15	89.47	93.75	93.75	91.3	100.0	96.88	96.55	4
chr17.70485282	66.67	54.55	58.33	80.0	68.42	92.86	81.82	77.78	61.11	93.75	85.71	92.31	4
chr18.39388569	44.44	53.85	59.09	91.67	88.46	47.62	60.71	61.54	68.18	89.29	85.0	84.21	4
chr11.109679369	60.0	70.0	64.29	-1.0	92.31	69.57	100.0	94.74	-1.0	73.33	95.45	93.75	4
chr14.54147043	45.45	44.44	-1.0	66.67	66.67	71.43	53.85	45.45	-1.0	61.9	75.0	64.71	4
chr10.23493817	40.74	50.0	52.17	50.0	39.29	50.0	68.18	71.43	75.0	65.38	96.3	59.26	4
chr16.8350814	45.45	38.46	33.33	33.33	51.85	52.38	52.63	50.0	61.9	62.5	76.19	75.0	4
chr15.83568159	58.33	61.54	-1.0	-1.0	60.0	-1.0	73.33	-1.0	-1.0	86.67	78.57	82.35	4
chr2.174753891	76.92	73.91	64.29	83.33	80.56	66.67	70.0	84.0	96.43	92.59	97.56	100.0	4
chr8.92811570	65.52	66.67	63.16	88.89	92.86	92.31	80.95	76.92	78.26	83.33	90.91	84.38	4
chr15.36321170	44.83	51.61	47.22	63.64	55.26	55.88	67.86	65.62	73.91	81.82	85.19	72.22	4
chr17.83101391	20.0	27.27	29.17	23.53	14.81	26.09	41.18	46.15	36.11	45.45	53.85	50.0	4
chr8.116875944	14.29	8.7	18.52	20.69	11.43	27.27	56.67	64.1	37.14	76.19	84.85	60.0	4
chr2.75901980	55.26	45.71	58.62	61.9	62.5	41.67	100.0	95.35	97.87	83.87	92.68	85.71	4
chr4.101284170	26.32	40.91	23.53	53.85	61.54	57.14	58.33	37.5	7.69	72.22	61.11	63.16	4
chr8.94244272	73.81	64.29	72.97	94.23	90.91	93.1	91.18	92.06	92.06	95.83	100.0	96.77	4
chr9.51182257	31.25	40.0	47.37	72.73	41.67	46.15	82.35	85.71	79.17	76.92	64.71	76.92	4
chr16.32520979	15.79	15.38	25.0	31.25	14.29	25.0	70.0	65.22	59.09	82.14	80.0	60.71	4
chr13.44516389	50.0	61.54	56.25	-1.0	68.75	73.33	88.89	91.3	72.73	85.71	94.44	85.0	4
chr12.30700700	62.5	75.0	63.64	92.31	69.23	58.33	86.67	100.0	93.75	94.12	100.0	91.3	4
chr9.70132966	26.92	29.63	44.12	34.78	41.94	32.0	50.0	62.5	46.43	80.0	68.97	66.67	4
chr10.61509581	75.0	79.41	76.92	85.19	74.29	93.1	88.46	78.57	94.12	100.0	100.0	92.31	4
chr15.11774067	67.74	69.23	75.0	100.0	78.95	57.14	87.5	90.0	94.74	75.0	88.46	100.0	4
chr18.38928478	50.0	47.62	41.18	42.86	71.43	50.0	42.86	50.0	50.0	71.43	84.62	75.0	4
chr4.89458686	10.0	5.56	9.68	8.7	20.0	4.0	8.33	17.78	14.29	27.78	30.77	38.46	4
chr5.89214510	72.22	77.14	82.61	85.71	71.43	78.57	100.0	86.67	86.67	100.0	96.0	100.0	4
chr10.94735350	27.27	25.0	36.36	-1.0	-1.0	50.0	-1.0	54.55	50.0	75.0	91.67	69.23	4
chr7.30818308	60.0	-1.0	58.33	50.0	71.43	69.23	81.82	100.0	63.64	100.0	93.75	88.89	4
chr1.187322028	57.14	66.67	65.22	-1.0	57.69	90.91	91.3	83.33	66.67	89.47	92.86	91.3	4
chr8.20816279	76.0	74.19	82.76	93.1	84.85	94.74	90.0	100.0	85.19	100.0	100.0	93.75	4
chr3.75218373	55.17	58.33	64.29	86.96	68.75	53.33	88.0	83.33	76.0	80.77	76.19	68.18	4
chr5.43227715	24.0	35.29	37.84	55.56	66.67	60.0	31.03	32.43	37.5	64.52	69.44	79.31	4
chr5.115520505	23.08	-1.0	16.67	42.86	78.57	60.0	-1.0	37.5	14.29	84.62	63.16	64.71	4
chr17.8436255	20.0	0.0	14.29	16.67	21.43	18.75	-1.0	83.33	63.64	72.22	88.89	91.67	4
chr12.15832658	75.0	68.0	70.83	71.43	82.76	76.0	86.96	83.33	90.91	89.47	92.86	95.83	4
chr1.71531002	0.0	10.0	9.52	23.53	33.33	23.08	16.67	12.5	25.0	27.78	33.33	35.29	4
chr13.22741591	71.88	70.59	70.0	76.74	71.79	79.17	92.5	87.23	76.74	89.66	97.37	90.32	4
chr17.85819722	71.43	78.57	77.78	-1.0	83.33	100.0	91.67	93.75	75.0	100.0	94.44	100.0	4
chr5.65505973	27.27	35.29	24.0	33.33	72.22	45.45	66.67	60.0	30.77	50.0	54.55	56.25	4
chr5.125193460	33.33	40.0	41.38	76.0	47.83	46.88	60.87	55.17	26.47	66.67	65.52	69.57	4
chr15.25145671	56.25	-1.0	53.85	-1.0	53.85	64.29	-1.0	54.55	-1.0	83.33	88.24	84.62	4
chr1.79880657	45.45	-1.0	52.63	-1.0	-1.0	64.29	66.67	86.67	58.82	77.78	86.67	90.0	4
chr9.75479245	66.67	66.67	62.79	94.74	76.92	78.57	93.1	92.31	79.31	89.29	87.8	87.1	4
chr2.58443210	44.44	57.14	61.54	66.67	82.35	76.92	90.48	81.82	100.0	84.21	95.83	90.0	4
chr16.58510135	50.0	50.0	53.85	-1.0	60.0	61.54	81.25	84.21	47.06	85.0	90.0	89.47	4
chr12.8269672	17.65	31.25	26.67	41.67	33.33	44.0	75.0	57.14	18.75	72.22	66.67	57.14	4
chr11.57707609	33.33	38.46	33.33	-1.0	35.71	11.11	47.37	65.22	-1.0	61.54	58.82	58.82	4
chr10.17773970	78.95	73.33	78.57	82.35	90.91	90.91	95.65	95.24	-1.0	95.0	96.43	100.0	4
chr17.5487466	14.29	29.41	15.0	50.0	33.33	29.41	47.06	58.82	50.0	76.92	54.55	45.0	4
chr4.57251089	41.67	27.27	26.32	-1.0	68.42	47.06	80.0	78.57	84.21	100.0	89.47	75.0	4
chr1.93802847	62.5	55.0	61.67	58.54	56.25	66.67	60.0	88.64	76.74	80.56	90.32	95.83	4
chr3.108087979	62.96	66.67	60.71	86.11	65.52	72.41	88.24	77.5	68.57	100.0	100.0	87.18	4
chr17.44689705	40.0	41.38	32.26	64.0	79.49	51.35	56.25	50.0	34.38	79.49	82.86	93.75	4
chr16.71599403	72.0	68.75	67.86	90.0	82.76	72.41	79.17	93.94	80.0	96.15	96.3	89.47	4
chr17.13542920	56.67	51.06	60.0	72.0	56.94	55.36	64.52	70.0	66.22	76.56	79.78	73.85	4
chrX.47896182	80.0	75.0	70.0	92.31	95.45	-1.0	89.47	100.0	83.33	94.74	100.0	92.86	4
chr7.110438515	25.0	31.25	31.82	33.33	23.81	26.09	36.36	40.0	44.44	70.0	66.67	76.92	4
chr17.84656136	54.55	-1.0	60.0	86.67	60.0	63.16	-1.0	80.0	50.0	86.67	91.67	93.33	4
chr19.37521357	60.61	50.0	57.58	72.97	48.28	52.0	67.74	62.79	51.11	77.42	84.62	80.95	4
chr17.37054246	31.82	7.14	17.65	50.0	41.18	38.46	15.38	-1.0	31.25	78.57	56.0	60.0	4
chr10.7596166	12.5	17.86	22.22	52.17	45.83	66.67	68.42	46.43	27.27	60.87	63.16	62.5	4
chr18.21641201	70.37	70.83	67.74	79.17	82.35	82.14	90.0	92.59	86.96	100.0	100.0	79.17	4
chr9.123053160	62.5	65.22	53.85	63.16	52.0	70.97	76.19	80.77	86.67	83.33	89.66	85.19	4
chr6.47192052	50.0	47.37	62.5	77.78	73.68	55.56	75.0	62.96	89.29	93.75	94.74	89.47	4
chr2.25152940	74.0	60.98	64.44	83.33	74.47	77.78	66.67	78.79	70.73	96.15	95.56	85.19	4
chr1.16655475	63.16	63.64	65.62	79.31	62.5	85.71	80.65	93.33	77.14	86.96	84.62	88.0	4
chr10.104798936	36.36	36.0	30.77	38.89	57.58	28.57	60.0	56.67	48.65	72.0	62.5	60.0	4
chr17.5930501	57.89	50.0	55.0	68.18	70.0	60.0	91.3	72.73	70.59	93.75	89.66	94.44	4
chr15.89151160	27.27	41.18	31.82	55.56	55.56	57.14	66.67	63.16	57.89	58.33	75.0	83.33	4
chr15.58591698	44.0	25.0	28.57	33.33	36.36	41.67	63.16	78.57	76.67	75.86	85.19	86.96	4
chr17.6764106	46.88	42.86	42.11	64.29	66.67	44.0	66.67	76.0	69.23	77.27	88.24	91.67	4
chr14.115528405	57.89	55.0	55.56	73.68	87.5	69.57	81.82	75.86	73.68	67.86	76.47	75.0	4
chr5.97278360	62.5	-1.0	57.14	81.82	81.82	57.14	91.67	92.31	100.0	76.47	90.91	63.64	4
chr6.17966282	12.5	6.67	7.14	9.09	0.0	0.0	21.43	21.05	13.33	28.57	37.04	40.0	4
chr8.94991149	31.58	-1.0	33.33	45.45	68.75	52.38	76.92	72.73	-1.0	73.33	88.24	76.47	4
chrX.85417277	-1.0	69.23	70.59	50.0	80.0	-1.0	90.91	88.24	82.35	90.0	90.91	91.67	4
chr15.99356627	42.11	-1.0	50.0	71.43	66.67	63.16	81.82	66.67	47.06	81.82	88.89	94.74	4
chr18.38398517	56.25	-1.0	58.82	84.62	-1.0	84.62	63.16	100.0	68.75	92.86	90.48	96.15	4
chr6.149095535	69.23	56.52	63.64	76.47	86.21	73.68	50.0	93.75	60.87	94.12	92.31	89.29	4
chr10.4518675	66.67	58.82	53.33	72.73	60.0	53.85	64.29	76.92	80.95	87.5	80.0	89.47	4
chr2.115595094	76.19	80.0	78.26	88.24	80.95	84.0	100.0	92.86	96.0	100.0	100.0	95.45	4
chr3.60595670	45.45	53.57	52.0	65.0	64.29	63.64	-1.0	81.82	87.5	95.65	100.0	85.0	4
chr10.75430186	66.67	60.0	66.67	-1.0	84.21	75.0	93.33	91.67	84.62	90.91	90.0	100.0	4
chr18.60993065	69.23	75.0	68.75	84.62	75.0	64.29	72.73	89.47	62.5	100.0	95.83	88.89	4
chr1.166491917	65.0	57.14	57.69	73.91	62.96	68.75	78.95	80.0	90.32	81.48	88.0	63.64	4
chr5.23721893	76.47	78.26	80.0	80.0	91.67	92.0	100.0	92.0	87.5	100.0	100.0	100.0	4
chr8.76691322	66.67	65.0	70.59	68.75	76.19	68.18	84.62	92.59	95.45	76.19	86.96	92.31	4
chr7.126012173	62.96	69.23	61.9	54.55	68.0	75.0	76.47	66.67	82.61	80.95	87.5	92.86	4
chr19.40410309	27.27	40.0	23.08	-1.0	53.33	-1.0	53.85	66.67	-1.0	78.57	82.35	-1.0	4
chr11.18904427	30.77	33.33	19.35	44.44	28.57	28.0	52.94	68.42	44.74	84.85	90.62	81.82	4
chr5.117558240	54.55	58.33	47.62	78.57	52.63	69.23	78.57	76.0	78.95	71.43	72.22	77.78	4
chr11.76891171	68.0	63.89	70.0	77.42	76.92	84.62	95.0	90.38	67.57	100.0	97.14	96.67	4
chr1.35942555	40.0	47.06	33.33	73.33	50.0	66.67	25.0	47.62	53.33	90.0	86.21	82.76	4
chr17.90511726	62.5	-1.0	61.11	90.0	94.74	81.25	-1.0	89.47	90.0	80.95	87.88	100.0	4
chr7.142406787	71.43	75.0	64.29	81.25	81.25	72.22	84.62	82.35	71.43	100.0	94.74	93.33	4
chr3.126669111	66.67	62.5	68.42	75.0	91.3	91.3	69.57	65.71	48.57	90.32	93.55	84.21	4
chr5.3375797	41.18	35.0	50.0	42.86	57.89	33.33	33.33	50.0	58.82	73.68	92.86	85.0	4
chr2.154759249	72.73	75.0	-1.0	100.0	87.5	100.0	92.86	100.0	92.31	83.33	100.0	100.0	4
chr13.104868689	68.18	-1.0	69.57	78.95	92.86	76.47	75.0	96.77	88.24	94.74	90.91	100.0	4
chr4.98058046	43.75	50.0	53.85	72.73	47.62	69.23	42.86	38.46	72.73	70.0	71.43	66.67	4
chr14.76226483	58.33	62.5	70.0	80.0	80.95	83.33	86.67	90.0	85.71	91.3	96.97	95.65	4
chr17.51800396	76.19	66.67	70.45	84.38	84.85	84.62	93.1	76.19	69.77	96.77	92.31	87.5	4
chr10.115469468	67.74	68.42	75.86	65.0	95.65	70.37	76.92	89.29	92.86	100.0	88.89	95.0	4
chr3.59023596	30.77	31.25	46.43	40.0	38.89	40.0	77.78	63.41	65.96	70.97	71.88	62.5	4
chr19.20406120	62.5	58.62	61.76	90.62	73.53	73.33	59.26	69.23	50.0	91.43	85.11	93.55	4
chr4.39614422	68.42	60.0	54.55	-1.0	78.95	73.33	91.67	100.0	93.75	83.33	83.33	81.82	4
chr4.9437165	19.23	25.0	36.36	61.54	38.1	50.0	37.5	50.0	45.45	73.91	70.0	53.33	4
chr8.126879562	42.86	25.0	42.11	54.55	-1.0	23.08	72.22	70.59	58.33	-1.0	91.67	82.61	4
chr11.103370665	47.37	41.67	57.14	63.64	61.9	50.0	78.57	82.61	75.0	82.35	100.0	82.35	4
chr12.14333424	-1.0	57.14	60.0	-1.0	-1.0	75.0	75.0	82.61	80.0	81.82	78.57	80.77	4
chr14.72974734	17.95	17.86	34.21	37.5	26.67	43.33	28.57	37.04	21.88	51.72	57.89	70.0	4
chr7.133916447	15.38	15.79	10.0	44.44	20.83	23.53	40.0	37.5	20.0	41.67	36.0	33.33	4
chr13.53784725	52.94	57.14	53.57	73.91	61.54	55.0	68.18	71.88	82.86	83.33	88.46	82.61	4
chr5.64590586	74.07	72.22	78.79	84.38	66.67	88.89	83.33	94.29	91.89	96.55	100.0	94.87	4
chr2.20285149	47.37	57.89	47.06	72.22	50.0	50.0	78.57	72.0	69.57	63.64	80.0	68.75	4
chr2.76033658	41.67	40.0	53.33	-1.0	52.63	40.0	68.75	77.27	47.62	88.89	70.0	76.92	4
chr4.6671728	33.33	46.15	30.0	31.25	37.5	21.88	56.25	64.29	75.76	77.42	74.19	63.64	4
chr1.106643421	66.67	59.09	66.67	95.45	78.57	84.0	78.26	72.73	41.94	87.5	87.5	95.45	4
chr3.149111131	44.44	40.91	52.38	-1.0	72.73	88.89	57.14	68.97	52.0	81.48	92.0	90.48	4
chr12.32000592	16.67	17.65	7.69	46.15	50.0	37.5	44.44	45.83	27.78	63.16	61.54	72.22	4
chr19.48023230	65.38	70.59	60.53	84.0	91.43	71.43	88.89	87.1	90.91	92.31	88.89	82.61	4
chr8.123807843	37.5	30.0	25.0	-1.0	30.0	47.06	-1.0	-1.0	-1.0	78.95	92.86	76.92	4
chr7.110263154	62.5	46.67	52.38	72.22	6.67	50.0	73.68	77.78	60.0	87.5	95.24	82.35	4
chr6.108887736	72.97	66.67	68.29	76.67	79.59	84.85	72.73	81.67	93.55	91.43	95.56	96.3	4
chr10.7976825	15.0	29.41	30.0	27.27	50.0	28.57	57.14	54.29	34.62	62.5	73.33	70.0	4
chr13.94086568	31.82	21.43	34.88	47.06	40.0	52.38	74.19	76.19	75.0	81.25	93.33	77.27	4
chr3.145210523	0.0	0.0	10.0	-1.0	9.09	20.0	46.67	46.67	-1.0	60.0	53.33	40.0	4
chr2.70386442	57.89	63.64	57.14	-1.0	70.0	61.9	57.14	73.68	68.42	77.78	89.29	82.61	4
chr7.31040168	68.97	56.0	57.69	81.48	90.91	76.47	89.47	94.12	92.31	91.3	96.55	85.71	4
chr11.26533095	67.57	57.69	54.29	90.32	74.19	77.27	87.5	90.91	82.76	87.88	82.14	84.21	4
chr13.4011322	58.97	52.78	60.53	81.82	80.95	85.71	86.21	75.0	75.61	71.43	86.67	69.23	4
chr10.67297735	64.29	51.72	63.64	88.89	93.33	82.76	92.59	83.78	80.0	88.46	92.59	92.86	4
chr19.34848495	65.22	54.55	56.0	50.0	54.84	53.33	68.42	77.78	69.23	80.95	89.74	92.86	4
chr3.68582193	-1.0	80.0	76.47	-1.0	69.23	-1.0	92.86	94.12	80.0	100.0	95.0	100.0	4
chr1.23915611	26.32	19.05	37.04	60.87	40.74	55.0	70.83	68.57	60.0	81.82	80.0	64.29	4
chr1.134083168	6.67	11.11	9.38	23.08	37.84	28.57	61.9	50.0	45.95	75.0	73.33	64.86	4
chr8.67818612	51.85	53.33	62.96	61.76	60.61	38.46	52.63	70.0	60.0	80.95	93.1	79.31	4
chr4.102531032	29.17	40.0	30.0	40.0	28.57	26.32	42.86	55.56	50.0	73.08	75.0	75.0	4
chr14.22728440	66.67	60.0	72.73	92.31	86.67	66.67	91.67	93.75	66.67	100.0	95.0	95.24	4
chr14.11551939	25.0	-1.0	30.77	45.45	-1.0	50.0	-1.0	50.0	45.45	58.82	66.67	53.85	4
chr8.35469491	56.1	53.85	43.59	63.64	61.22	66.67	75.68	69.05	74.47	78.12	73.08	83.87	4
chr7.15763380	-1.0	100.0	100.0	-1.0	80.0	80.0	83.33	94.44	90.0	100.0	93.75	93.33	4
chr3.3672368	78.95	76.92	78.57	-1.0	95.65	94.12	100.0	96.3	100.0	95.24	100.0	90.48	4
chr5.43837729	20.0	-1.0	25.0	31.58	31.58	26.92	42.11	50.0	77.78	68.18	78.57	75.0	4
chr1.105997688	66.67	58.33	66.67	94.74	82.61	65.22	80.95	86.67	41.67	100.0	100.0	95.45	4
chr7.23151058	52.94	61.9	50.0	50.0	76.47	65.0	63.64	100.0	69.23	82.35	85.71	76.92	4
chr14.107445786	45.83	38.89	52.94	61.11	68.18	66.67	57.14	66.67	85.71	73.91	74.07	66.67	4
chr16.55698330	43.48	45.45	53.57	59.09	57.14	79.17	50.0	28.57	39.13	75.0	69.23	83.33	4
chr13.37793289	58.82	46.15	50.0	83.33	57.14	-1.0	73.68	77.78	73.33	84.21	83.33	88.24	4
chr2.164238287	40.0	44.44	47.37	35.71	64.29	68.75	80.0	76.92	85.71	80.0	90.91	75.0	4
